id,league_id,season_id,stage_id,round_id,group_id,aggregate_id,venue_id,referee_id,localteam_id,visitorteam_id,winner_team_id,weather_report,commentaries,attendance,pitch,details,neutral_venue,winning_odds_calculated,formations,scores,time,coaches,standings,assistants,leg,colors,deleted,is_placeholder,stage,competitive
1108425,732,5796,12917,124731,246401,,1972,16781,18644,18652,18644,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '1-0', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-21 16:00:00', 'date': '2014-06-21', 'time': '16:00:00', 'timestamp': 1403366400, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 16782, 'second_assistant_id': 16783, 'fourth_official_id': 31508}",1/1,,False,False,0,1
1108436,732,5796,12917,124731,246402,,8332,13477,18660,18553,,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 2, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '2-2', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-21 19:00:00', 'date': '2014-06-21', 'time': '19:00:00', 'timestamp': 1403377200, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 13471, 'second_assistant_id': None, 'fourth_official_id': 14883}",1/1,,False,False,0,1
1108450,732,5796,12917,124731,246401,,10495,,18737,18625,18737,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '1-0', 'ft_score': '1-0', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-21 22:00:00', 'date': '2014-06-21', 'time': '22:00:00', 'timestamp': 1403388000, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': 18994, 'fourth_official_id': None}",1/1,,False,False,0,1
1108466,732,5796,12917,124731,246403,,392,15406,18743,18702,18743,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '1-0', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-22 16:00:00', 'date': '2014-06-22', 'time': '16:00:00', 'timestamp': 1403452800, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 12081, 'second_assistant_id': 12082, 'fourth_official_id': 67232}",1/1,,False,False,0,1
1108489,732,5796,12917,124731,246403,,1604,14905,18567,18620,18620,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 4, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-3', 'ft_score': '2-4', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-22 19:00:00', 'date': '2014-06-22', 'time': '19:00:00', 'timestamp': 1403463600, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 20175, 'second_assistant_id': 14023, 'fourth_official_id': 23415}",1/1,,False,False,0,0
1108512,732,5796,12917,124731,246402,,10500,18783,18571,18701,,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 2, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-1', 'ft_score': '2-2', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-22 22:00:00', 'date': '2014-06-22', 'time': '22:00:00', 'timestamp': 1403474400, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 18423, 'second_assistant_id': 18342, 'fourth_official_id': 38271}",1/1,,False,False,0,1
1108522,732,5796,12917,124737,246397,,2002,31517,18730,18710,18710,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 0, 'visitorteam_score': 3, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-1', 'ft_score': '0-3', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-23 16:00:00', 'date': '2014-06-23', 'time': '16:00:00', 'timestamp': 1403539200, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 31518, 'second_assistant_id': 48878, 'fourth_official_id': 31508}",1/1,,False,False,0,0
1108532,732,5796,12917,124737,246397,,10494,13616,18694,18774,18694,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '2-0', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-23 16:00:00', 'date': '2014-06-23', 'time': '16:00:00', 'timestamp': 1403539200, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 13610, 'second_assistant_id': None, 'fourth_official_id': 24618}",1/1,,False,False,0,0
1108541,732,5796,12917,124737,246396,,10536,21401,18780,18704,18704,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 4, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '1-2', 'ft_score': '1-4', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-23 20:00:00', 'date': '2014-06-23', 'time': '20:00:00', 'timestamp': 1403553600, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 12754, 'second_assistant_id': 12869, 'fourth_official_id': 16860}",1/1,,False,False,0,0
1108552,732,5796,12917,124737,246396,,8282,17667,18588,18576,18576,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 3, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '1-3', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-23 20:00:00', 'date': '2014-06-23', 'time': '20:00:00', 'timestamp': 1403553600, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 17668, 'second_assistant_id': 28651, 'fourth_official_id': 13609}",1/1,,False,False,0,0
1108562,732,5796,12917,124737,246399,,1972,,18598,18645,,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 0, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '0-0', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-24 16:00:00', 'date': '2014-06-24', 'time': '16:00:00', 'timestamp': 1403625600, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 30466, 'second_assistant_id': 15783, 'fourth_official_id': 23415}",1/1,,False,False,0,1
1108571,732,5796,12917,124737,246399,,4986,,18658,15251,15251,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 0, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '0-1', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-24 16:00:00', 'date': '2014-06-24', 'time': '16:00:00', 'timestamp': 1403625600, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 12690, 'second_assistant_id': 12688, 'fourth_official_id': 25228}",1/1,,False,False,0,1
1108582,732,5796,12917,124737,246398,,10495,49333,18597,18720,18720,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 4, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '1-1', 'ft_score': '1-4', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-24 20:00:00', 'date': '2014-06-24', 'time': '20:00:00', 'timestamp': 1403640000, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 49358, 'second_assistant_id': 49334, 'fourth_official_id': None}",1/1,,False,False,0,0
1108593,732,5796,12917,124737,246398,,8332,67232,18568,18560,18568,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '1-0', 'ft_score': '2-1', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-24 20:00:00', 'date': '2014-06-24', 'time': '20:00:00', 'timestamp': 1403640000, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 14023, 'second_assistant_id': 14911, 'fourth_official_id': 13477}",1/1,,False,False,0,1
1108604,732,5796,12917,124737,246401,,1604,42256,18737,18644,18644,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 3, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '1-2', 'ft_score': '2-3', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-25 16:00:00', 'date': '2014-06-25', 'time': '16:00:00', 'timestamp': 1403712000, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 70182, 'second_assistant_id': 70174, 'fourth_official_id': 16860}",1/1,,False,False,0,1
1108614,732,5796,12917,124737,246401,,10488,42253,18625,18652,18625,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 3, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '1-0', 'ft_score': '3-1', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-25 16:00:00', 'date': '2014-06-25', 'time': '16:00:00', 'timestamp': 1403712000, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 15713, 'second_assistant_id': 15300, 'fourth_official_id': None}",1/1,,False,False,0,0
1108626,732,5796,12917,124737,246400,,10500,18783,18574,18708,18708,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 0, 'visitorteam_score': 3, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-2', 'ft_score': '0-3', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-25 20:00:00', 'date': '2014-06-25', 'time': '20:00:00', 'timestamp': 1403726400, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 18423, 'second_assistant_id': 18342, 'fourth_official_id': 16781}",1/1,,False,False,0,0
1108717,732,5796,12917,124737,246400,,392,,18573,18647,,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 0, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '0-0', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-25 20:00:00', 'date': '2014-06-25', 'time': '20:00:00', 'timestamp': 1403726400, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': 13617, 'fourth_official_id': 15767}",1/1,,False,False,0,1
1108742,732,5796,12917,124737,246402,,10536,31517,18701,18553,18701,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '1-0', 'ft_score': '2-1', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-26 16:00:00', 'date': '2014-06-26', 'time': '16:00:00', 'timestamp': 1403798400, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 31518, 'second_assistant_id': 48878, 'fourth_official_id': 14905}",1/1,,False,False,0,1
1108766,732,5796,12917,124737,246402,,8282,17667,18571,18660,18660,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 0, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '0-1', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-26 16:00:00', 'date': '2014-06-26', 'time': '16:00:00', 'timestamp': 1403798400, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 17668, 'second_assistant_id': 28651, 'fourth_official_id': 13609}",1/1,,False,False,0,1
1108781,732,5796,12917,124737,246403,,2002,14516,18620,18702,,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-1', 'ft_score': '1-1', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-26 20:00:00', 'date': '2014-06-26', 'time': '20:00:00', 'timestamp': 1403812800, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 12806, 'second_assistant_id': 12882, 'fourth_official_id': 24618}",1/1,,False,False,0,1
1108825,732,5796,12917,124737,246403,,10494,,18567,18743,18743,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 0, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': 0, 'ht_score': '0-0', 'ft_score': '0-1', 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-26 20:00:00', 'date': '2014-06-26', 'time': '20:00:00', 'timestamp': 1403812800, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 18624, 'second_assistant_id': None, 'fourth_official_id': 14883}",1/1,,False,False,0,1
18719819,732,5796,12901,,,,,,18704,18774,,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': None, 'ht_score': None, 'ft_score': None, 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-28 16:00:00', 'date': '2014-06-28', 'time': '16:00:00', 'timestamp': 1403971200, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': None, 'fourth_official_id': None}",1/1,,False,False,1,1
18719820,732,5796,12901,,,,,15767,18720,15251,18720,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': None, 'ht_score': None, 'ft_score': None, 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-28 20:00:00', 'date': '2014-06-28', 'time': '20:00:00', 'timestamp': 1403985600, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': 12732, 'second_assistant_id': 12734, 'fourth_official_id': 16860}",1/1,,False,False,1,0
18719821,732,5796,12901,,,,,,18694,18576,18694,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': None, 'ht_score': None, 'ft_score': None, 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-29 16:00:00', 'date': '2014-06-29', 'time': '16:00:00', 'timestamp': 1404057600, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': None, 'fourth_official_id': None}",1/1,,False,False,1,1
18719822,732,5796,12901,,,,,,18598,18568,,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': None, 'ht_score': None, 'ft_score': None, 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-29 20:00:00', 'date': '2014-06-29', 'time': '20:00:00', 'timestamp': 1404072000, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': None, 'fourth_official_id': None}",1/1,,False,False,1,1
18719823,732,5796,12901,,,,,,18647,18737,18647,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': None, 'ht_score': None, 'ft_score': None, 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-30 16:00:00', 'date': '2014-06-30', 'time': '16:00:00', 'timestamp': 1404144000, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': None, 'fourth_official_id': None}",1/1,,False,False,1,0
18719824,732,5796,12901,,,,,,18660,18620,18660,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': None, 'ht_score': None, 'ft_score': None, 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-06-30 20:00:00', 'date': '2014-06-30', 'time': '20:00:00', 'timestamp': 1404158400, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': None, 'fourth_official_id': None}",1/1,,False,False,1,1
18719825,732,5796,12901,,,,,,18644,18708,18644,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 1, 'visitorteam_score': 0, 'localteam_pen_score': None, 'visitorteam_pen_score': None, 'ht_score': None, 'ft_score': None, 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-07-01 16:00:00', 'date': '2014-07-01', 'time': '16:00:00', 'timestamp': 1404230400, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': None, 'fourth_official_id': None}",1/1,,False,False,1,1
18719826,732,5796,12901,,,,,,18743,18571,18743,,False,,,,False,True,"{'localteam_formation': None, 'visitorteam_formation': None}","{'localteam_score': 2, 'visitorteam_score': 1, 'localteam_pen_score': None, 'visitorteam_pen_score': None, 'ht_score': None, 'ft_score': None, 'et_score': None, 'ps_score': None}","{'status': 'FT', 'starting_at': {'date_time': '2014-07-01 20:00:00', 'date': '2014-07-01', 'time': '20:00:00', 'timestamp': 1404244800, 'timezone': 'UTC'}, 'minute': 90, 'second': None, 'added_time': None, 'extra_minute': None, 'injury_time': None}","{'localteam_coach_id': None, 'visitorteam_coach_id': None}","{'localteam_position': None, 'visitorteam_position': None}","{'first_assistant_id': None, 'second_assistant_id': None, 'fourth_official_id': None}",1/1,,False,False,1,1
